State,District,Total Sex Ratio,Rural Sex Ration,Urban Ratio,Total Households,Rural Households,Urban Households,Total Households With Electricity Pct,Rural Households With Electricity Pct,Urban Households With Electricity Pct,Total Households With Landline Conn Pct,Rural Households With Landline Conn Pct,Urban Households With Landline Conn Pct,Total Households With Mobile Conn Pct,Rural Households With Mobile Conn Pct,Urban Households With Mobile Conn Pct,Total Households With Internet Pct,Rural Households With Internet Pct,Urban Households With Internet Pct
Chhattisgarh,Dantewada (Dakshin Bastar Dantewada),1020.0,1045.0,917.0,114067.0,92379.0,21688.0,38.23016297439224,26.843763192933455,86.7299889339727,0.82,0.4,2.57,15.97,7.59,51.66,0.84,0.16,3.71
Chhattisgarh,Dhamtari,1010.0,1012.0,1003.0,168278.0,136570.0,31708.0,88.49998217235765,87.41890605550267,93.15630124889618,1.42,1.27,2.09,29.72,25.74,46.84,0.6,0.2,2.35
Dadra And Nagar Haveli,Dadra And Nagar Haveli,774.0,863.0,682.0,73063.0,35408.0,37655.0,95.20277021200882,91.65160415725259,98.54202629132918,2.33,1.35,3.26,57.26,36.53,76.75,2.76,0.67,4.71
Daman And Diu,Daman,534.0,759.0,495.0,49692.0,7340.0,42352.0,99.10850841181679,97.86103542234332,99.3247072157159,3.46,3.94,3.37,79.62,78.34,79.84,2.65,1.65,2.82
Daman And Diu,Diu,1031.0,1002.0,1066.0,10689.0,5410.0,5279.0,98.93348301992702,98.8724584103512,98.99602197385869,7.26,5.71,8.85,59.0,65.43,52.4,3.44,1.39,5.55
Nct Of Delhi,Central Delhi,892.0,Not applicable,892.0,114587.0,0.0,114587.0,98.96323317653835,7,98.96323317653835,5.78,0.0,5.78,67.75,0.0,67.75,17.21,0.0,17.21
Nct Of Delhi,South East Delhi,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Nct Of Delhi,Shahdara,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Nct Of Delhi,East Delhi,884.0,897.0,884.0,354385.0,827.0,353558.0,99.54089478956503,99.75816203143893,99.54038658437938,6.17,6.17,6.17,64.41,62.39,64.42,22.58,41.72,22.54
Nct Of Delhi,New Delhi,822.0,Not applicable,822.0,30385.0,0.0,30385.0,98.80862267566233,7,98.80862267566233,7.0,0.0,7.0,64.54,0.0,64.54,24.24,0.0,24.24
Nct Of Delhi,North Delhi,869.0,859.0,870.0,175890.0,3184.0,172706.0,99.10171129683324,99.0891959798995,99.10194202864984,4.58,6.72,4.54,73.61,81.75,73.46,12.18,2.36,12.36
Nct Of Delhi,North East Delhi,886.0,837.0,887.0,395060.0,3720.0,391340.0,99.21303093201033,93.44086021505376,99.26790003577452,4.31,7.98,4.27,76.85,73.95,76.87,7.69,2.82,7.74
Nct Of Delhi,North West Delhi,865.0,849.0,866.0,730034.0,41486.0,688548.0,98.74882539717328,97.20628645808225,98.8417655704468,4.77,3.54,4.84,65.24,68.44,65.05,15.62,3.29,16.35
Nct Of Delhi,South Delhi,862.0,788.0,862.0,553722.0,2254.0,551468.0,99.21982511079567,98.35847382431233,99.22334568823577,5.53,2.35,5.54,70.67,76.0,70.65,20.13,10.07,20.17
Nct Of Delhi,South West Delhi,840.0,858.0,839.0,462772.0,26493.0,436279.0,98.92214740736259,98.97331370550711,98.91904033886573,5.17,4.73,5.2,68.67,78.6,68.06,20.5,4.7,21.46
Nct Of Delhi,West Delhi,875.0,914.0,875.0,523703.0,1151.0,522552.0,99.3467671561935,99.47871416159862,99.34647652291065,5.02,3.3,5.02,64.13,80.54,64.1,20.94,2.52,20.98
Goa,North Goa,963.0,982.0,951.0,179085.0,71412.0,107673.0,97.13320490269983,96.33114882652775,97.66515282382771,11.28,11.41,11.19,55.38,54.02,56.27,13.09,6.6,17.39
Goa,South Goa,986.0,1034.0,961.0,143728.0,53262.0,90466.0,96.57825893354112,94.65660320678909,97.7096367696151,13.09,15.8,11.49,51.74,46.89,54.6,12.26,7.79,14.9
Gujarat,Ahmadabad,904,933,899,1494656.0,228886.0,1265770.0,97.41679690845253,92.12839579528674,98.37308515765108,5.17,2.4,5.67,61.79,57.01,62.66,8.45,0.44,9.9
Gujarat,Dahod,990.0,993.0,962.0,329872.0,294997.0,34875.0,73.09410923024689,70.99733217625942,90.83010752688172,1.38,0.95,5.06,41.98,40.84,51.61,0.53,0.12,3.93
Gujarat,The Dangs,1006.0,1002.0,1038.0,48448.0,43842.0,4606.0,61.496862615587844,58.67204963277223,88.38471558836301,1.62,1.35,4.21,19.08,16.47,43.94,0.28,0.14,1.67
Gujarat,Devbhoomi Dwarka,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Gujarat,Gandhinagar,923.0,937.0,904.0,287200.0,160460.0,126740.0,91.4133008356546,89.84669076405335,93.39671768975856,3.53,2.61,4.68,59.78,56.72,63.66,4.22,0.85,8.47
Gujarat,Gir Somnath,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Gujarat,Jamnagar,939.0,949.0,926.0,424336.0,230295.0,194041.0,91.09243618264772,86.43913241711716,96.61514834493741,2.98,2.44,3.62,68.67,70.1,66.97,2.73,0.56,5.3
Gujarat,Junagadh,953.0,953.0,953.0,526674.0,346939.0,179735.0,94.61754330003001,92.98003395409567,97.77839597184744,2.9,2.72,3.25,69.19,68.66,70.23,1.26,0.5,2.71
Gujarat,Kachchh,908.0,911.0,901.0,444761.0,285991.0,158770.0,90.6765656161399,87.43107300579389,96.52264281665302,2.07,1.41,3.27,68.35,66.55,71.5,2.17,0.67,4.87
Gujarat,Kheda,940.0,941.0,935.0,462134.0,358132.0,104002.0,80.54503672095107,77.11877184948567,92.34341647276014,3.05,2.42,5.23,39.26,35.62,51.81,1.24,0.46,3.91
Gujarat,Mahisagar,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Gujarat,Amreli,964.0,969.0,948.0,294071.0,218891.0,75180.0,92.9472814388362,91.73469900544107,96.47778664538441,3.22,3.12,3.51,67.43,67.05,68.54,0.86,0.51,1.88
Gujarat,Mehesana,926.0,932.0,910.0,425907.0,318040.0,107867.0,90.53831000664464,88.88756131304238,95.40545301157908,3.69,3.51,4.22,59.94,57.67,66.65,1.82,0.77,4.91
Gujarat,Morbi,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Gujarat,Narmada,961.0,961.0,953.0,122039.0,109005.0,13034.0,83.53067462040823,82.33475528645475,93.53230013810035,1.93,1.52,5.34,31.39,28.68,54.04,0.47,0.19,2.85
Gujarat,Navsari,961.0,981.0,917.0,294176.0,203615.0,90561.0,90.99280702708583,88.34417896520394,96.94791356102516,3.67,3.34,4.4,52.75,48.38,62.56,2.29,1.03,5.11
Gujarat,Panch Mahals,949.0,952.0,929.0,446746.0,378617.0,68129.0,89.29839327044898,88.08901871812412,96.01931629702476,1.88,1.46,4.22,43.15,40.47,58.1,0.77,0.22,3.83
Gujarat,Patan,935.0,938.0,924.0,269174.0,210593.0,58581.0,83.00355903616247,79.7258218459303,94.78670558713576,2.87,2.63,3.74,58.72,56.99,64.93,0.83,0.35,2.56
Gujarat,Porbandar,950.0,956.0,944.0,124769.0,63553.0,61216.0,93.80535229103383,90.31359652573443,97.43041035023523,3.21,2.53,3.92,65.71,65.7,65.72,1.32,0.42,2.26
Gujarat,Rajkot,927.0,949.0,912.0,782631.0,313713.0,468918.0,95.49225624847469,92.53553407095019,97.4703466277686,3.9,3.12,4.42,71.39,69.6,72.59,2.78,0.5,4.31
Gujarat,Sabarkantha,952.0,955.0,934.0,478497.0,404203.0,74294.0,91.66327061611672,90.88947880149331,95.8731526099012,3.24,3.04,4.35,45.21,43.35,55.37,1.1,0.61,3.79
Gujarat,Surat,787.0,925.0,756.0,1299670.0,263433.0,1036237.0,96.36692391145445,87.38920332684212,98.64924722819201,3.07,2.75,3.16,65.81,45.78,70.9,4.29,1.25,5.06
Gujarat,Anand,925.0,922.0,932.0,427164.0,297069.0,130095.0,88.56317479937448,86.33044848166588,93.66155501748722,5.15,4.7,6.17,43.9,39.48,53.99,2.32,0.83,5.72
Gujarat,Surendranagar,930.0,939.0,908.0,342337.0,241831.0,100506.0,88.23702959364603,85.45389135387936,94.93363580283764,2.02,1.71,2.78,66.79,65.19,70.62,0.87,0.31,2.21
Gujarat,Tapi,1007.0,1012.0,956.0,175717.0,159096.0,16621.0,81.02232567139207,79.69842107909689,93.69472354250647,2.04,1.66,5.69,38.51,36.36,59.12,0.91,0.41,5.67
Gujarat,Vadodara,934.0,948.0,920.0,880121.0,418851.0,461270.0,90.70082409123292,83.16107637322102,97.54720662518699,4.27,2.07,6.27,52.55,42.0,62.12,6.09,0.38,11.28
Gujarat,Valsad,922.0,972.0,844.0,361928.0,215288.0,146640.0,90.96229084237748,86.71036007580544,97.20471903982542,2.88,2.22,3.84,58.0,50.81,68.57,3.04,0.71,6.48
Gujarat,Aravalli,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Gujarat,Banas Kantha,938.0,941.0,915.0,561128.0,479308.0,81820.0,70.72771275003208,66.91271583199112,93.07626497188951,1.43,1.22,2.65,61.58,60.32,68.98,0.61,0.29,2.5
Gujarat,Bharuch,925.0,938.0,900.0,335098.0,217028.0,118070.0,92.23898680386037,89.41841605691432,97.42356229355467,3.65,3.48,3.97,52.78,45.53,66.11,3.06,1.03,6.8
Gujarat,Bhavnagar,933.0,954.0,903.0,542464.0,303727.0,238737.0,92.31156353232657,89.44578519525759,95.95747621860038,2.54,2.03,3.19,67.02,67.33,66.62,1.35,0.31,2.67
Gujarat,Batod,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Gujarat,Chhota Udepur,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Haryana,Ambala,885.0,892.0,876.0,208071.0,112525.0,95546.0,95.96772255624282,94.73272606087536,97.422184078873,7.61,6.5,8.92,59.74,61.64,57.49,6.2,2.17,10.94
Haryana,Karnal,887.0,886.0,890.0,284551.0,194003.0,90548.0,93.91040621892034,92.35630376849842,97.24013782745064,3.37,2.3,5.65,66.23,66.19,66.33,3.92,1.16,9.83
Haryana,Kurukshetra,888.0,899.0,862.0,179391.0,126220.0,53171.0,95.82866476021651,95.09427982887023,97.57198472851742,4.59,4.07,5.82,66.65,66.74,66.44,4.1,1.66,9.9
Haryana,Mahendragarh,895.0,896.0,890.0,168525.0,145235.0,23290.0,80.3767986945557,78.18638757875168,94.03606698153713,3.13,2.79,5.27,70.65,71.66,64.34,1.56,1.1,4.39
Haryana,Mewat,907.0,907.0,907.0,157020.0,137261.0,19759.0,61.33549866259075,57.63399654672485,87.04893972367023,1.49,1.32,2.66,68.35,68.11,70.02,0.6,0.37,2.18
Haryana,Palwal,880.0,880.0,883.0,167810.0,127165.0,40645.0,79.0215124247661,74.26650414815398,93.89838848566859,5.94,4.92,9.14,60.51,60.52,60.45,2.55,0.95,7.56
Haryana,Panchkula,873.0,863.0,881.0,110236.0,42651.0,67585.0,93.84865198301824,90.23469555227311,96.12931863579196,7.14,5.5,8.18,55.28,62.91,50.47,16.89,1.68,26.48
Haryana,Panipat,864.0,860.0,868.0,220388.0,114922.0,105466.0,95.27061364502605,93.60435773829205,97.08626476779246,3.85,2.73,5.07,68.48,68.27,68.71,4.55,1.87,7.46
Haryana,Rewari,898.0,907.0,873.0,169128.0,126261.0,42867.0,90.25767466061208,88.02084570849273,96.84605873982318,5.1,4.79,6.01,67.17,66.87,68.04,3.03,1.6,7.24
Haryana,Rohtak,867.0,852.0,887.0,202933.0,115506.0,87427.0,95.16441387058782,93.39601405987568,97.50077207270064,4.65,3.8,5.77,67.64,67.31,68.08,4.18,1.15,8.18
Haryana,Sirsa,897.0,898.0,896.0,240217.0,178789.0,61428.0,89.72179321197085,87.32863878650252,96.68717848538127,3.29,2.74,4.89,68.88,69.26,67.76,2.62,1.19,6.76
Haryana,Bhiwani,886.0,886.0,885.0,308812.0,245761.0,63051.0,86.21556157144153,84.52480255207296,92.80582385687777,3.26,2.75,5.23,71.62,71.43,72.33,1.71,0.85,5.08
Haryana,Sonipat,856.0,850.0,869.0,269658.0,180286.0,89372.0,93.84257096025335,92.30444959675182,96.94535201181577,4.67,3.59,6.86,65.91,65.61,66.53,3.35,1.25,7.59
Haryana,Yamunanagar,877.0,882.0,871.0,228163.0,133009.0,95154.0,95.32790154407155,93.58088550398845,97.76993084893961,4.5,3.65,5.67,64.02,62.66,65.91,3.54,1.21,6.8
Haryana,Faridabad,873.0,872.0,873.0,353066.0,60315.0,292751.0,9.395127256660228,89.17184779905496,95.43502840297727,5.8,3.85,6.2,68.07,67.49,68.18,12.3,2.01,14.42
Haryana,Fatehabad,902.0,902.0,899.0,176094.0,141266.0,34828.0,87.05634490669756,84.89940962439653,95.80509934535432,2.47,2.31,3.09,68.68,68.94,67.6,1.82,1.06,4.93
Haryana,Gurgaon,854.0,878.0,844.0,320642.0,88013.0,232629.0,95.35587976621902,90.9888311953916,97.00811162838683,6.23,2.97,7.47,62.73,72.21,59.14,20.92,1.83,28.14
Haryana,Hisar,872.0,877.0,861.0,325046.0,221028.0,104018.0,87.68112820954572,84.08074995023254,95.3315772270184,3.5,2.64,5.34,71.14,71.39,70.62,3.12,0.82,8.0
Haryana,Jhajjar,862.0,861.0,865.0,183400.0,134340.0,49060.0,91.907306434024,90.39675450349858,96.04362005707297,6.03,5.95,6.23,67.19,66.45,69.22,2.74,1.36,6.53
Haryana,Jind,871.0,868.0,881.0,244582.0,187059.0,57523.0,90.95599839726553,89.76365745566906,94.83337099942631,4.53,4.02,6.21,68.87,68.5,70.08,2.15,1.06,5.7
Haryana,Kaithal,881.0,880.0,887.0,200221.0,154438.0,45783.0,93.57110393015718,92.99783731983061,95.50488172465762,3.02,2.76,3.88,69.25,68.92,70.4,1.86,0.99,4.81
Himachal Pradesh,Bilaspur,981.0,986.0,917.0,80453.0,74661.0,5792.0,98.37544901992467,98.32978395681815,98.96408839779005,9.51,9.85,5.06,58.42,57.96,64.3,1.96,1.55,7.17
Himachal Pradesh,Sirmaur,918.0,920.0,898.0,97090.0,84317.0,12773.0,94.25172520341951,93.55527355100395,98.84913489391685,5.39,4.83,9.03,64.26,64.26,64.29,2.29,1.1,10.09
Himachal Pradesh,Solan,880.0,915.0,731.0,123353.0,97237.0,26116.0,97.17315347012233,97.19242675113384,97.10139378158983,8.23,9.38,3.93,62.04,59.7,70.72,4.26,2.73,9.93
Himachal Pradesh,Una,976.0,982.0,916.0,109699.0,99791.0,9908.0,96.56332327550844,96.74619955707429,94.7214372224465,7.05,7.23,5.26,64.01,64.0,64.13,2.2,1.9,5.24
Himachal Pradesh,Chamba,986.0,996.0,865.0,101972.0,94574.0,7398.0,94.22390460126309,93.84503140397995,99.06731549067315,2.32,1.96,6.81,63.6,63.97,58.77,1.58,0.97,9.45
Himachal Pradesh,Hamirpur,1095.0,1109.0,926.0,105068.0,97893.0,7175.0,99.09772718620322,99.12251131337277,98.7595818815331,16.03,16.62,7.96,51.32,50.71,59.55,2.4,1.82,10.27
Himachal Pradesh,Kangra,1012.0,1019.0,908.0,336407.0,316419.0,19988.0,98.11953972420312,98.13001115609367,97.95377226335802,8.26,8.33,7.19,60.41,60.42,60.33,2.39,1.95,9.43
Himachal Pradesh,Kinnaur,819.0,819.0,Not available,19535.0,19535.0,,91.45124136165856,91.45124136165856,15,4.72,4.72,0.0,65.96,65.96,0.0,1.81,1.81,0.0
Himachal Pradesh,Kullu,942.0,951.0,866.0,95545.0,84501.0,11044.0,95.58009314982469,95.15982059383913,98.79572618616443,2.38,2.26,3.29,71.31,71.22,72.04,2.75,1.7,0.71
Himachal Pradesh,Lahaul & Spiti,903.0,903.0,Not available,6695.0,6695.0,0.0,83.91336818521285,83.91336818521285,15,6.75,6.75,0.0,46.3,46.3,0.0,0.91,0.91,0.0
Himachal Pradesh,Mandi,1007.0,1011.0,956.0,219994.0,204051.0,15943.0,97.49856814276752,97.40113991110066,98.7455309540237,9.74,9.84,8.45,54.29,54.11,56.62,2.42,1.76,10.95
Himachal Pradesh,Shimla,915.0,949.0,818.0,180770.0,130864.0,49906.0,95.56563589091111,94.46295390634552,98.45709934677193,1.27,1.27,0.0,77.21,77.21,0.0,0.78,0.78,0.0
Jammu & Kashmir,Anantnag,927.0,936.0,902.0,142987.0,109465.0,33522.0,80.3562561631477,75.58580368154205,95.93401348368235,2.58,2.33,3.39,63.98,61.3,72.72,1.9,1.29,3.88
Jammu & Kashmir,Kishtwar,920.0,927.0,817.0,44517.0,41968.0,2549.0,54.06249298020981,51.32243614182234,99.176147508827,1.12,1.0,1.0,36.16,34.34,66.14,0.62,0.4,4.24
Jammu & Kashmir,Kupwara,835.0,858.0,685.0,106777.0,96737.0,10040.0,77.79858958389916,76.50743769188625,90.2390438247012,1.35,1.22,2.63,50.05,49.37,56.53,0.71,0.62,1.66
Jammu & Kashmir,Kulgam,951.0,959.0,917.0,69203.0,56316.0,12887.0,69.23543777003887,64.06349882804176,91.83673469387756,2.0,2.01,1.97,67.67,66.19,74.14,1.21,1.09,1.75
Jammu & Kashmir,Leh,690.0,814.0,494.0,20777.0,14590.0,6187.0,83.02449824324974,76.28512679917752,98.91708420882496,12.74,14.78,7.9,30.47,23.3,47.37,2.76,1.45,5.85
Jammu & Kashmir,Pulwama,912.0,935.0,789.0,81241.0,71063.0,10178.0,90.63034674610111,89.6134415940785,97.73039889958734,2.18,2.1,2.74,70.81,70.58,72.47,1.89,1.52,4.46
Jammu & Kashmir,Punch,893.0,907.0,746.0,88878.0,81670.0,7208.0,70.77116946825987,68.39353495775683,97.7108768035516,2.15,1.83,5.79,35.75,34.45,50.42,0.39,0.27,1.75
Jammu & Kashmir,Rajouri,860.0,899.0,512.0,124000.0,117183.0,6817.0,77.42903225806451,76.22948721230895,98.04899515916092,2.05,1.86,5.28,48.4,46.91,73.93,0.54,0.33,4.2
Jammu & Kashmir,Ramban,902.0,911.0,733.0,54206.0,52261.0,1945.0,63.171973582260264,61.84152618587474,98.92030848329048,1.9,1.92,1.39,46.44,45.32,76.61,0.77,0.69,2.93
Jammu & Kashmir,Reasi,890.0,899.0,802.0,54792.0,49914.0,4878.0,57.650751934588996,53.88067476058821,96.22796227962279,1.55,1.18,5.27,47.6,45.96,64.35,1.1,0.63,5.88
Jammu & Kashmir,Samba,886.0,904.0,802.0,62817.0,53197.0,9620.0,97.36058710221755,97.15209504295355,98.51351351351352,4.12,4.02,4.68,69.88,69.31,73.02,1.58,1.29,3.17
Jammu & Kashmir,Badgam,894.0,910.0,791.0,99219.0,86083.0,13136.0,90.89992844112518,89.82958307679797,97.91412911084045,2.53,2.49,2.78,66.3,64.43,78.59,2.01,1.51,5.31
Jammu & Kashmir,Shupiyan,951.0,965.0,756.0,41947.0,39486.0,2461.0,84.11090185233748,83.13579496530416,99.75619666802112,3.56,3.3,7.8,70.89,71.29,64.57,2.11,1.71,8.49
Jammu & Kashmir,Srinagar,900.0,942.0,899.0,167448.0,2690.0,164758.0,98.77872533562659,98.55018587360594,98.78245669406039,7.59,1.12,7.7,71.99,69.52,72.03,9.8,1.49,9.94
Jammu & Kashmir,Udhampur,870.0,918.0,696.0,93562.0,77104.0,16458.0,79.09087022509138,74.95330981531438,98.4749058208774,1.56,1.0,4.18,60.77,60.61,61.53,1.3,0.36,5.7
Jammu & Kashmir,Bandipora,889.0,898.0,845.0,56794.0,47620.0,9174.0,80.05951332887277,77.08735825283495,95.48724656638325,3.26,3.03,4.47,55.03,52.41,68.63,1.73,1.3,3.97
Jammu & Kashmir,Baramula,885.0,909.0,783.0,145990.0,119791.0,26199.0,94.65031851496678,94.02793198153451,97.4960876369327,3.2,2.86,4.77,66.62,64.79,74.96,2.53,1.75,6.12
Jammu & Kashmir,Doda,919.0,930.0,795.0,78620.0,72580.0,6040.0,78.64538285423556,76.94681730504271,99.05629139072848,1.61,1.56,2.19,56.47,54.49,80.22,0.76,0.59,2.75
Jammu & Kashmir,Ganderbal,874.0,873.0,881.0,43249.0,36626.0,6623.0,88.9893407940068,87.7791732648938,95.68171523478786,4.62,4.49,5.3,56.64,54.49,68.58,2.03,1.76,3.53
Jammu & Kashmir,Jammu,880.0,905.0,856.0,302016.0,155851.0,146165.0,97.59052500529774,96.39655825115014,98.86361304005747,6.8,5.12,8.59,59.57,58.46,60.77,6.59,1.23,12.3
Jammu & Kashmir,Kargil,810.0,838.0,621.0,18212.0,15442.0,2770.0,86.88776630792884,84.6263437378578,99.49458483754513,4.94,5.49,1.84,42.46,36.97,73.07,1.29,0.9,3.47
Jammu & Kashmir,Kathua,890.0,894.0,870.0,117836.0,100283.0,17553.0,92.85956753453954,91.76231265518582,99.12835412749958,2.6,2.43,3.57,66.38,66.44,66.05,1.22,0.72,4.08
Jharkhand,Bokaro,922.0,944.0,899.0,391438.0,204021.0,187417.0,70.18378389425656,54.021889903490326,87.77752285011499,2.8,1.92,3.75,55.05,41.49,69.81,2.49,0.36,4.81
Jharkhand,Hazaribagh,947.0,954.0,913.0,301227.0,252871.0,48356.0,58.722491675712995,52.47537281855175,91.39093390685747,2.49,2.08,4.65,62.87,61.34,70.89,1.17,0.49,4.73
Jharkhand,Jamtara,954.0,959.0,904.0,150103.0,135540.0,14563.0,32.92339260374543,27.53061826767006,83.11474284144751,1.58,1.54,2.03,34.71,30.97,69.48,0.54,0.35,2.28
Jharkhand,Khunti,997.0,1000.0,969.0,102654.0,93762.0,8892.0,28.403179613069145,23.568183272541116,79.3859649122807,1.29,1.12,3.06,24.17,20.58,61.99,0.41,0.22,2.42
Jharkhand,Kodarma,950.0,959.0,918.0,114060.0,90207.0,23853.0,54.63615640890759,46.51634573813562,85.3435626545927,1.76,1.69,2.02,65.83,63.46,74.77,0.74,0.31,2.39
Jharkhand,Latehar,967.0,971.0,914.0,132685.0,122902.0,9783.0,28.785469344688547,25.588680412035608,68.94613104364714,-0.75,0.66,1.91,28.14,25.22,64.85,0.26,0.14,1.7
Jharkhand,Lohardaga,985.0,990.0,954.0,91302.0,80295.0,11007.0,31.509715011719347,24.919359860514355,79.58571817934042,1.04,0.81,2.7,34.06,29.36,68.39,0.38,0.12,2.33
Jharkhand,Pakur,989.0,991.0,962.0,180578.0,167362.0,13216.0,17.396360575485385,13.41045159594173,67.87227602905568,0.64,0.55,1.81,20.54,18.51,46.28,0.18,0.08,1.45
Jharkhand,Palamu,928.0,931.0,903.0,355515.0,316135.0,39380.0,19.194126830091555,13.018172616129187,68.77348908075165,2.03,1.88,3.29,43.88,41.07,66.47,0.61,0.32,2.92
Jharkhand,Pashchimi Singhbhum,1005.0,1014.0,951.0,299883.0,256019.0,43864.0,40.667527002197524,34.244724024388816,78.15520700346525,1.31,1.15,2.25,23.01,16.35,61.88,0.65,0.24,3.09
Jharkhand,Purbi Singhbhum,949.0,981.0,924.0,469702.0,215676.0,254026.0,81.43610203916526,68.15176468406314,92.71491894530482,3.61,1.32,5.54,48.82,29.25,65.43,4.69,0.4,8.33
Jharkhand,Chatra,953.0,959.0,867.0,180912.0,170239.0,10673.0,14.944835057928715,11.27591210004758,73.46575470814204,1.28,1.18,2.94,43.48,41.85,69.48,0.33,0.18,2.68
Jharkhand,Ramgarh,921.0,949.0,887.0,177197.0,97889.0,79308.0,84.23675344390706,77.24156953283821,92.87083270287991,2.51,2.13,2.99,62.56,54.2,72.88,1.62,0.55,2.95
Jharkhand,Ranchi,949.0,971.0,921.0,556789.0,322679.0,243110.0,63.023515191571676,43.20578655567917,86.99436469088067,3.42,1.75,5.74,52.68,39.96,70.2,4.05,0.51,8.92
Jharkhand,Sahibganj,952.0,959.0,912.0,224517.0,193809.0,30708.0,15.535126516032193,8.521276101729022,59.80200599192392,0.72,0.49,2.16,26.99,23.56,48.61,0.26,0.12,1.16
Jharkhand,Saraikela-Kharsawan,956.0,972.0,909.0,217994.0,165883.0,52111.0,63.36458801618393,55.71215856959423,87.7242808620061,1.73,1.22,3.36,38.02,31.09,60.06,1.2,0.33,3.94
Jharkhand,Simdega,997.0,999.0,962.0,116606.0,108683.0,7923.0,14.463235168001646,10.599633797374015,67.46182001767008,1.02,0.92,2.46,21.63,18.79,60.49,0.36,0.22,2.33
Jharkhand,Deoghar,925.0,933.0,887.0,260316.0,214896.0,45420.0,50.013445197375496,41.85047650956742,88.85512989872304,1.53,1.32,2.53,45.81,40.21,72.34,0.75,0.18,3.42
Jharkhand,Dhanbad,909.0,932.0,894.0,499179.0,207157.0,292022.0,85.57511433774258,74.2610676926196,93.60116703536035,2.77,1.82,3.44,60.87,49.48,68.95,2.32,0.66,3.5
Jharkhand,Dumka,977.0,983.0,895.0,272925.0,255926.0,16999.0,22.757167720069617,18.84411900314935,81.66950997117478,1.13,1.03,2.65,25.67,23.05,65.09,0.44,0.26,3.16
Jharkhand,Garhwa,935.0,937.0,902.0,254710.0,241497.0,13213.0,11.531938282752934,8.706940458887688,63.165064708998706,0.87,0.79,2.43,37.99,36.61,63.29,0.22,0.13,1.88
Jharkhand,Giridih,944.0,946.0,917.0,391448.0,356247.0,35201.0,32.04282561157548,26.911665221040458,83.97204624868611,1.68,1.48,3.64,59.2,58.37,67.54,0.5,0.27,2.76
Jharkhand,Godda,938.0,940.0,894.0,251018.0,239500.0,11518.0,17.221872535037328,16.387891440501043,77.97360652891126,0.99,0.92,2.31,33.74,32.12,67.43,0.35,0.2,3.51
Jharkhand,Gumla,993.0,996.0,957.0,188849.0,176770.0,12079.0,16.779013921175117,12.573400463879617,78.32602036592434,1.34,1.23,2.89,27.13,24.24,69.41,0.44,0.28,2.81
Karnataka,Bagalkot,989.0,987.0,994.0,355377.0,238746.0,116631.0,84.80824589098339,82.03153141832743,90.49223619792338,4.09,3.84,4.62,57.7,56.3,60.56,1.05,0.36,2.48
Karnataka,Chikmagalur,1008.0,1008.0,1011.0,272173.0,215334.0,56839.0,87.62992655406671,85.32651601697827,96.35637502419114,14.07,15.89,7.2,45.23,39.8,65.82,1.66,1.09,3.82
Karnataka,Chitradurga,974.0,969.0,994.0,354143.0,282019.0,72124.0,86.76071530426974,85.24177449037121,92.70007209805335,5.12,4.83,6.28,47.69,44.08,61.83,1.61,1.02,3.94
Karnataka,Dakshina Kannada,1020.0,1020.0,1020.0,425291.0,220806.0,204485.0,90.8319244940523,84.67478238815974,97.48049979216078,9.91,12.73,6.85,54.41,48.52,60.76,5.48,1.57,9.7
Karnataka,Davanagere,972.0,970.0,977.0,404840.0,272929.0,131911.0,92.0538978361822,90.10511891371016,96.08599737701935,5.87,5.5,6.64,59.16,56.16,65.38,1.81,0.6,4.31
Karnataka,Dharwad,971.0,948.0,989.0,372054.0,157960.0,214094.0,93.52459589199418,90.81666244618891,95.52252748792587,6.52,4.66,7.88,56.84,52.59,59.98,4.04,0.38,6.73
Karnataka,Gadag,982.0,971.0,1001.0,215602.0,137799.0,77803.0,91.86556710976707,92.02171278456302,91.58901327712299,5.01,4.81,5.36,50.29,46.57,56.86,1.56,0.83,2.87
Karnataka,Gulbarga,971.0,973.0,968.0,465245.0,311531.0,153714.0,87.00082752098356,83.33167485739781,94.43707144437072,6.36,3.94,11.27,56.25,52.65,63.56,2.1,0.47,5.38
