State,District,Total Sex Ratio,Rural Sex Ration,Urban Ratio,Total Households,Rural Households,Urban Households,Total Households With Electricity Pct,Rural Households With Electricity Pct,Urban Households With Electricity Pct,Total Households With Landline Conn Pct,Rural Households With Landline Conn Pct,Urban Households With Landline Conn Pct,Total Households With Mobile Conn Pct,Rural Households With Mobile Conn Pct,Urban Households With Mobile Conn Pct,Total Households With Internet Pct,Rural Households With Internet Pct,Urban Households With Internet Pct
Karnataka,Hassan,995.0,993.0,1004.0,429292.0,339911.0,89381.0,93.34019734819191,92.16265434187184,97.81832828005952,9.46,10.48,5.55,55.78,51.46,72.18,1.13,0.45,3.73
Karnataka,Haveri,950.0,946.0,968.0,325456.0,254181.0,71275.0,90.92995673762351,90.2301902974652,93.4254647492108,3.71,3.53,4.34,53.17,50.98,60.98,0.75,0.29,2.42
Karnataka,Kodagu,1019.0,1022.0,1002.0,138303.0,118509.0,19794.0,82.37782260688489,79.95257744137577,96.89804991411539,15.32,16.58,7.76,42.04,38.12,65.55,2.39,1.72,6.43
Karnataka,Bangalore,916.0,877.0,920.0,2377056.0,207628.0,2169428.0,98.04695387908404,95.75876086077022,98.26594844355286,8.91,5.34,9.25,67.73,72.8,67.2,18.13,3.05,19.57
Karnataka,Kolar,979.0,973.0,992.0,330990.0,226245.0,104745.0,93.50554397413819,92.36712413534,95.96448517829013,7.2,7.55,6.46,53.51,49.9,61.3,1.53,0.56,3.62
Karnataka,Koppal,986.0,983.0,998.0,259396.0,213217.0,46179.0,86.03293805609955,84.96461351580784,90.96559041988783,3.44,13.4,3.58,57.13,55.01,66.94,0.82,0.51,2.26
Karnataka,Mandya,916.0,877.0,920.0,426578.0,354049.0,72529.0,91.66740900843456,90.80692220568339,95.86785975265066,6.68,6.81,6.06,51.89,49.18,65.12,0.79,0.42,2.61
Karnataka,Mysore,985.0,978.0,996.0,688422.0,401655.0,286767.0,93.09231837448542,89.75239944728685,97.77031527337525,5.47,3.72,7.91,57.54,52.08,65.2,4.12,0.48,9.23
Karnataka,Ramanagara,976.0,976.0,975.0,259794.0,200171.0,59623.0,91.9674819279891,90.5455835260852,96.74119048018383,3.42,3.12,4.41,51.06,47.03,64.61,1.09,0.6,2.76
Karnataka,Raichur,1000.0,1004.0,989.0,359337.0,264274.0,95063.0,87.53537765384584,89.7776550095734,91.82121330065326,5.21,4.53,7.11,58.97,56.66,65.4,1.45,0.7,3.52
Karnataka,Shimoga,998.0,995.0,1002.0,402139.0,257060.0,145079.0,90.4749352835711,87.327472185482,96.05180625728052,7.68,8.92,5.47,58.34,53.13,67.56,2.19,0.77,4.7
Karnataka,Tumkur,984.0,983.0,984.0,636394.0,495885.0,140509.0,88.43090915376324,86.33473486796333,95.82873694923457,8.45,8.94,6.73,44.85,39.8,62.69,1.25,0.42,4.19
Karnataka,Udupi,1094.0,1114.0,1046.0,246313.0,174548.0,71765.0,91.27167465785404,89.23218828058758,96.23214658956316,9.43,9.86,8.38,59.1,59.33,58.55,3.68,1.78,8.3
Karnataka,Uttara Kannada,979.0,977.0,982.0,319912.0,226803.0,93109.0,90.89718422566206,88.89653135099624,95.77054849692296,10.86,12.52,6.82,46.22,41.19,58.46,1.92,1.12,3.86
Karnataka,Bangalore Rural,946.0,945.0,950.0,224745.0,162398.0,62347.0,95.33159803332666,94.79427086540475,96.73119797263702,4.86,4.65,5.41,65.4,63.29,70.91,1.66,0.93,3.56
Karnataka,Yadgir,989.0,990.0,984.0,200424.0,161665.0,38759.0,77.94575499940127,75.0861349086073,89.87331974509146,2.63,2.38,3.68,54.65,52.39,64.06,0.7,0.45,1.77
Karnataka,Belgaum,973.0,970.0,979.0,963825.0,708069.0,255756.0,83.9184499260758,79.81377468516398,95.28300411329549,4.98,4.53,6.25,56.35,54.56,61.3,1.82,0.59,5.22
Karnataka,Bellary,983.0,980.0,988.0,481704.0,291383.0,190321.0,91.42004218358161,89.0371092342381,95.06833192343463,4.35,3.26,6.02,59.89,55.82,66.12,2.0,0.47,4.33
Karnataka,Bidar,956.0,961.0,941.0,313521.0,237380.0,76141.0,86.5776136207782,84.78894599376528,92.15403002324635,9.24,9.31,9.01,45.15,41.41,56.83,1.27,0.69,3.05
Karnataka,Bijapur,960.0,954.0,981.0,405076.0,307984.0,97092.0,80.62536412920045,77.01081874383084,92.09100646809212,5.26,4.26,8.45,61.19,60.67,62.87,1.23,0.38,3.95
Karnataka,Chamarajanagar,993.0,991.0,1003.0,244198.0,203748.0,40450.0,86.87868041507302,85.64452166401634,93.09517923362175,4.16,3.8,5.97,43.83,41.21,57.01,0.55,0.33,1.62
Karnataka,Chikaballapura,972.0,970.0,980.0,282311.0,220309.0,62002.0,91.12043101402354,89.60732425820098,96.49688719718719,6.43,6.54,6.02,47.91,43.766,63.04,0.95,0.47,2.63
Kerala,Alappuzha,1100.0,1108.0,1094.0,528275.0,245849.0,282426.0,96.14556812266338,95.26904726071695,96.90857074065418,14.72,17.34,12.45,44.89,40.05,49.09,5.46,4.44,6.34
Kerala,Palakkad,1067.0,1068.0,1063.0,628287.0,476318.0,151969.0,93.52143208438181,92.40507392120391,97.02044495916931,7.12,6.98,7.56,56.04,56.61,54.26,4.32,2.94,8.65
Kerala,Pathanamthitta,1132.0,1132.0,1126.0,319968.0,285389.0,34579.0,94.47694769476948,94.2552095560796,96.3070071430637,14.09,14.46,11.05,37.61,37.21,40.88,6.57,5.83,12.62
Kerala,Thiruvananthapuram,1087.0,1111.0,1068.0,828774.0,390607.0,438167.0,94.5821176822632,92.2686997416841,96.64443009172302,11.15,11.14,11.15,48.35,48.69,48.06,8.64,3.44,13.27
Kerala,Thrissur,1108.0,1099.0,1112.0,743830.0,246928.0,496902.0,97.0147748813573,95.72547463228148,97.65547331264514,13.44,13.84,13.25,42.79,42.94,42.72,7.55,4.64,9.0
Kerala,Wayanad,1035.0,1034.0,1051.0,185403.0,178686.0,6717.0,80.83148600615957,80.53344973864769,88.7598630340926,8.93,9.09,4.75,49.41,49.15,56.26,2.54,2.35,7.59
Kerala,Ernakulam,1027.0,1021.0,1029.0,791737.0,256310.0,535427.0,97.41707157806191,95.66189380047598,98.2572787700284,8.61,10.34,7.78,48.82,41.49,52.33,11.21,6.39,13.52
Kerala,Idukki,1006.0,1005.0,1036.0,276976.0,264649.0,12327.0,88.39899485876033,87.93571863109251,98.34509613044537,7.51,7.53,7.13,55.93,56.19,50.3,2.98,2.58,11.44
Kerala,Kannur,1136.0,1072.0,1171.0,543209.0,198846.0,344363.0,94.10134957263226,88.06614163724691,97.5862679788479,11.43,12.39,10.88,45.63,42.44,47.48,6.01,3.57,7.42
Kerala,Kasaragod,1080.0,1059.0,1113.0,267762.0,165969.0,101793.0,88.76166147548943,84.37117775006175,95.92015168037095,12.25,12.27,12.24,41.38,41.82,40.67,3.88,2.74,5.73
Kerala,Kollam,1113.0,1128.0,1096.0,663276.0,373677.0,289599.0,95.09872210060367,93.4876912413662,97.17747644156229,14.91,15.13,14.63,41.97,40.42,43.96,4.76,3.5,6.38
Kerala,Kottayam,1039.0,1034.0,1051.0,480453.0,342707.0,137746.0,96.58364085560919,95.93355256822885,98.2010366907206,11.96,11.33,13.54,39.84,40.7,37.7,7.88,6.38,11.61
Kerala,Kozhikode,1098.0,1091.0,1102.0,683825.0,232228.0,451597.0,93.83394874419625,90.4641128546084,95.56684388957412,14.48,17.32,13.03,43.05,37.52,45.9,5.38,3.24,6.48
Kerala,Malappuram,1098.0,1096.0,1101.0,774595.0,437511.0,337084.0,94.25816071624527,92.99103336830389,95.90280167554674,10.0,9.38,10.8,54.79,56.26,52.9,3.6,3.03,4.34
Lakshadweep,Lakshadweep,946.0,952.0,945.0,10703.0,2523.0,8180.0,99.68233205643277,99.76218787158146,99.65770171149144,8.13,6.86,8.52,46.5,55.33,43.78,3.06,1.19,3.63
Madhya Pradesh,Agarmalwa,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Madhya Pradesh,Burhanpur,951.0,951.0,949.0,144154.0,96440.0,47714.0,77.98604270433009,69.79054334301121,94.55086557404535,1.78,1.22,2.92,33.5,25.27,50.13,0.68,0.17,1.72
Madhya Pradesh,Chhatarpur,883.0,880.0,892.0,370885.0,299608.0,71277.0,47.46916159995686,39.12745988091106,82.53293488783197,1.43,1.04,3.1,45.63,41.17,64.35,0.51,0.11,2.17
Madhya Pradesh,Chhindwara,964.0,967.0,956.0,438389.0,330846.0,107543.0,78.66871659644745,74.30949747012205,92.0794472908511,2.91,2.73,3.47,28.08,20.7,50.77,0.82,0.24,2.61
Madhya Pradesh,Damoh,910.0,911.0,907.0,301115.0,250346.0,50769.0,62.34528336349899,56.96915468990916,88.85540388819949,1.75,1.35,3.74,31.72,27.11,54.44,0.48,0.21,1.79
Madhya Pradesh,Datia,873.0,867.0,892.0,159536.0,126467.0,33069.0,61.237589008123564,53.81087556437648,89.6398439626236,1.79,1.62,2.43,52.63,48.68,67.75,0.39,0.15,1.28
Madhya Pradesh,Dewas,942.0,945.0,934.0,304742.0,220809.0,83933.0,88.74949957669111,85.60656494979824,97.01785948315919,2.7,2.09,4.32,49.11,43.8,63.08,1.15,0.25,3.54
Madhya Pradesh,Dhar,964.0,980.0,899.0,419813.0,339844.0,79969.0,83.28446236776851,80.43337531337909,95.40071777813904,1.69,1.41,2.86,39.61,33.1,67.25,0.57,0.24,1.98
Madhya Pradesh,Dindori,1002.0,1004.0,956.0,168999.0,161808.0,7191.0,36.90672725874117,34.80792049836844,84.13294395772493,1.04,0.97,2.56,13.47,11.5,57.81,0.33,0.24,2.21
Madhya Pradesh,Guna,912.0,911.0,915.0,241433.0,183767.0,57666.0,59.746596364208706,51.11418263344344,87.25592203378073,1.79,1.28,3.42,45.92,41.29,60.67,1.03,0.13,3.9
Madhya Pradesh,Gwalior,864.0,852.0,871.0,369505.0,144130.0,225375.0,83.04596690166575,61.439672517865816,96.86344980587909,4.3,1.76,5.92,57.56,49.93,62.73,4.27,0.29,6.82
Madhya Pradesh,Alirajpur,1011.0,1014.0,972.0,131747.0,121337.0,10410.0,61.4860300424298,58.59300955190915,95.20653218059559,0.7,0.46,3.54,23.79,19.75,70.86,0.23,0.06,2.13
Madhya Pradesh,Harda,935.0,933.0,940.0,110981.0,88422.0,22559.0,85.659707517503,83.28809572278392,94.95545015293231,2.08,1.73,3.48,52.74,48.45,69.53,0.89,0.47,2.54
Madhya Pradesh,Hoshangabad,914.0,913.0,915.0,252562.0,174226.0,78336.0,78.42668334903905,71.19373687050154,94.51337826797386,2.15,1.74,3.07,49.68,42.57,65.47,1.14,0.3,3.0
Madhya Pradesh,Indore,928.0,944.0,922.0,615334.0,153259.0,462075.0,96.46403416681022,91.43541325468651,98.13190499377806,5.76,3.07,6.66,62.15,57.47,63.7,7.91,1.12,10.17
Madhya Pradesh,Jabalpur,929.0,942.0,919.0,515029.0,236023.0,279006.0,87.76651411862245,79.22278760968211,94.99401446563873,3.88,1.51,5.88,43.74,27.79,57.24,3.97,0.34,7.04
Madhya Pradesh,Jhabua,990.0,996.0,934.0,207621.0,190362.0,17259.0,60.40381271644005,57.26090291129532,95.06923923749927,0.7,0.44,3.63,26.98,23.4,66.38,0.36,0.1,3.24
Madhya Pradesh,Katni,952.0,958.0,926.0,289026.0,234239.0,54787.0,59.6541487617031,52.54590396987692,90.04508368773614,1.58,1.19,3.24,31.59,24.58,61.57,0.75,0.2,3.13
Madhya Pradesh,Khandwa(East Nimar),943.0,941.0,949.0,265657.0,216711.0,48946.0,76.30516041361605,72.4213353267716,93.50100110325666,1.7,1.15,4.16,33.66,28.07,58.37,0.72,0.18,3.08
Madhya Pradesh,Khargone (West Nimar),965.0,969.0,944.0,366578.0,309603.0,56975.0,83.00852751665403,80.89391898657313,94.49934181658622,1.69,1.39,3.3,36.21,31.39,62.36,0.59,0.25,2.43
Madhya Pradesh,Mandla,1008.0,1014.0,969.0,249187.0,220889.0,28298.0,57.70886924277752,53.63825269705599,89.48335571418475,1.38,1.16,3.12,17.95,13.37,53.69,0.37,0.13,2.2
Madhya Pradesh,Mandsaur,963.0,965.0,957.0,284411.0,229006.0,55405.0,84.34448737918014,81.46686113027606,96.2386066239509,3.13,2.96,3.85,51.12,48.23,63.04,0.82,0.29,3.0
Madhya Pradesh,Anuppur,976.0,1000.0,917.0,168819.0,126225.0,42594.0,48.180595786019346,35.30758566052683,86.32906043104663,1.72,1.19,3.32,30.21,19.59,61.69,0.76,0.18,2.49
Madhya Pradesh,Morena,840.0,834.0,858.0,362309.0,286015.0,76294.0,36.29112166686447,22.17366222051291,89.21540357039872,1.76,1.34,3.32,51.13,46.61,68.04,0.49,0.16,1.73
Madhya Pradesh,Narsinghpur,920.0,920.0,918.0,247616.0,204994.0,42622.0,69.52054794520548,65.56679707698761,88.53643658204683,2.83,2.54,4.2,30.51,26.33,50.63,0.65,0.26,2.49
Madhya Pradesh,Neemuch,954.0,969.0,921.0,175666.0,129968.0,45698.0,82.68987738093882,78.29157946571463,95.198914613331,3.75,3.1,5.57,50.08,46.74,59.6,1.11,0.39,3.14
Madhya Pradesh,Panna,905.0,906.0,899.0,233654.0,209035.0,24619.0,32.568241930375684,27.2413710622623,77.79763597221658,1.09,0.76,3.87,33.55,30.55,59.07,0.28,0.11,1.73
Madhya Pradesh,Raisen,901.0,904.0,892.0,274210.0,214616.0,59594.0,70.884723387185,65.35859395385246,90.78598516629191,1.33,1.17,1.89,46.14,40.84,65.26,0.42,0.16,1.32
Madhya Pradesh,Rajgarh,956.0,958.0,950.0,341848.0,289795.0,52053.0,67.6119210877349,63.2208975310133,92.05809463431503,2.41,2.16,3.8,39.82,35.44,64.16,0.47,0.23,1.81
Madhya Pradesh,Ratlam,971.0,975.0,962.0,293116.0,211063.0,82053.0,72.94893489267048,63.98373945220147,96.0098960428016,2.36,1.51,4.53,43.41,35.34,64.17,1.24,0.19,3.96
Madhya Pradesh,Rewa,931.0,935.0,910.0,540373.0,467403.0,72970.0,46.47382456192297,40.728236660868674,83.27668905029464,2.76,2.39,5.13,39.32,36.56,56.96,0.63,0.2,3.41
Madhya Pradesh,Sagar,893.0,888.0,905.0,509355.0,376804.0,132551.0,71.95256746277154,65.51018566681883,90.26638803177644,2.06,1.4,3.94,37.58,30.48,57.75,0.89,0.19,2.88
Madhya Pradesh,Satna,926.0,932.0,901.0,478753.0,390426.0,88327.0,61.55616779424881,55.74705578009661,87.23380166879889,2.09,1.7,3.83,39.71,35.5,58.29,0.78,0.26,3.11
Madhya Pradesh,Ashoknagar,904.0,902.0,911.0,170704.0,141801.0,28903.0,49.62976848814321,42.472196952066625,84.74552814586721,1.65,1.39,2.93,44.29,41.25,59.23,0.36,0.12,1.54
Madhya Pradesh,Sehore,918.0,916.0,924.0,251586.0,206935.0,44651.0,84.3202721932063,82.07118177205402,94.74367875299545,5.69,5.64,5.85,47.61,43.47,66.8,0.62,0.27,2.24
Madhya Pradesh,Seoni,982.0,985.0,961.0,313274.0,277982.0,35292.0,73.00158966272336,70.57471347065636,92.11719369828857,1.74,1.54,3.37,23.27,19.43,53.59,0.38,0.12,2.44
Madhya Pradesh,Singrauli,920.0,929.0,885.0,237186.0,193734.0,43452.0,30.815899757995837,20.186957374544477,78.20583632514038,1.09,0.58,3.37,31.95,24.47,65.3,1.11,0.08,5.69
Madhya Pradesh,Shahdol,974.0,984.0,936.0,248783.0,204690.0,44093.0,45.49507000076372,36.84889344862963,85.63264010160343,1.45,0.97,3.68,26.11,19.11,58.6,0.7,0.2,3.01
Madhya Pradesh,Shajapur,938.0,937.0,941.0,298266.0,243638.0,54628.0,78.02934293550052,74.38905261084068,94.26484586658856,2.35,2.06,3.6,49.12,46.2,62.17,0.46,0.14,1.89
Madhya Pradesh,Sheopur,901.0,901.0,903.0,144748.0,124647.0,20101.0,51.65529057396303,45.425080427126204,90.28904034625143,1.02,0.9,1.75,37.7,33.13,65.99,0.19,0.06,0.97
Madhya Pradesh,Shivpuri,877.0,874.0,891.0,356362.0,303041.0,53321.0,41.56672147984353,32.73715437845044,91.7480917462163,1.29,0.94,3.33,38.79,35.04,60.06,0.52,0.12,2.78
Madhya Pradesh,Sidhi,957.0,960.0,919.0,238474.0,220630.0,17844.0,42.86756627556883,39.23038571363821,87.83904954046177,1.08,1.04,1.54,32.73,30.56,59.5,0.35,0.24,1.72
Madhya Pradesh,Tikamgarh,901.0,899.0,909.0,299214.0,253752.0,45462.0,44.35788432359448,38.84698445726536,75.11768070036514,1.31,1.03,2.89,44.57,41.31,62.76,0.36,0.15,1.55
Madhya Pradesh,Ujjain,955.0,959.0,948.0,384278.0,237288.0,146990.0,84.15235844883131,76.34857219918412,96.75011905571807,3.02,1.95,4.74,55.92,51.98,62.27,1.95,0.18,4.81
Madhya Pradesh,Balaghat,1021.0,1024.0,1000.0,394310.0,341221.0,53089.0,70.48439045421115,67.5157742342939,89.56469325095594,1.94,1.57,4.27,21.8,17.32,50.57,0.43,0.12,2.44
Madhya Pradesh,Umaria,950.0,956.0,919.0,144429.0,121448.0,22981.0,47.0646476815598,40.77465252618405,80.30546973586877,1.38,1.02,3.25,24.33,18.38,55.74,0.58,0.17,2.75
Madhya Pradesh,Vidisha,896.0,891.0,912.0,297419.0,231876.0,65543.0,61.028380836463036,52.8178854215184,90.07521779595075,1.6,1.18,3.12,46.78,43.07,59.89,0.65,0.13,2.49
Madhya Pradesh,Barwani,982.0,987.0,954.0,243061.0,205589.0,37472.0,74.52409066036921,71.36860435140012,91.83657130657558,1.3,0.98,3.06,25.94,19.84,59.39,0.48,0.14,2.35
Madhya Pradesh,Betul,971.0,977.0,946.0,327074.0,260878.0,66196.0,70.61826987164984,64.76015608828648,93.70505770741434,3.37,3.2,4.02,30.22,22.82,59.42,0.64,0.22,2.33
Madhya Pradesh,Bhind,837.0,828.0,865.0,298256.0,227645.0,70611.0,36.14981760635159,22.745063585846385,79.3658211893331,1.75,1.39,2.91,56.79,53.23,68.28,0.39,0.16,1.13
Madhya Pradesh,Bhopal,918.0,907.0,921.0,487750.0,91084.0,396666.0,92.85740645822655,74.7013745553555,97.02646559069848,5.46,3.44,5.93,57.76,42.37,61.29,8.36,0.69,10.12
Maharashtra,Ahmadnagar,939.0,938.0,942.0,901748.0,717718.0,184030.0,75.14205742624324,70.07696616219741,94.89594087920447,4.65,4.19,6.44,59.92,58.6,65.07,2.04,1.06,5.86
Maharashtra,Gadchiroli,982.0,984.0,966.0,245745.0,218935.0,26810.0,59.191031353638934,55.338342430401724,90.65274151436032,2.15,1.89,4.29,25.79,21.84,58.05,0.68,0.46,2.42
Maharashtra,Gondiya,999.0,1001.0,988.0,289431.0,241802.0,47629.0,82.91475343000577,81.16227326490268,91.81171135232736,3.15,2.73,5.27,36.52,32.84,55.2,0.99,0.48,3.6
Maharashtra,Hingoli,942.0,941.0,946.0,227041.0,195143.0,31898.0,70.08161521487308,66.42410949918778,92.4572073484231,2.54,2.08,5.35,54.72,53.21,64.01,0.54,0.28,2.13
Maharashtra,Jalgaon,925.0,924.0,927.0,891657.0,618314.0,273343.0,80.83725019822646,74.9863338045071,94.0722828095104,5.64,5.27,6.48,39.33,32.12,55.65,1.6,0.53,4.03
Maharashtra,Jalna,937.0,935.0,944.0,388116.0,318563.0,69553.0,74.43522039802534,70.30132187353836,93.3690854456314,7.37,7.69,5.95,50.12,47.27,63.18,0.98,0.42,3.52
Maharashtra,Kolhapur,957.0,962.0,947.0,821483.0,556628.0,264855.0,93.7335282653445,92.11969214628081,97.12521945970437,7.55,7.73,7.18,54.06,50.41,61.72,2.71,1.24,5.8
Maharashtra,Latur,928.0,926.0,932.0,474149.0,359858.0,114291.0,80.50676053308138,76.0652813054038,94.49125477946644,4.58,4.19,5.79,54.39,50.72,65.92,1.31,0.58,3.62
Maharashtra,Mumbai,832.0,Not applicable,832.0,637738.0,0.0,637738.0,98.14798553638015,0.0,98.14798553638015,9.57,Not applicable,9.57,61.19,Not applicable,61.19,19.03,Not applicable,19.03
Maharashtra,Mumbai Suburban,860.0,Not applicable,860.0,2027743.0,0.0,2027743.0,96.88885623079453,0.0,96.88885623079453,8.82,Not applicable,8.82,63.62,Not applicable,63.62,19.96,Not applicable,19.96
Maharashtra,Nagpur,951.0,945.0,954.0,995808.0,324568.0,671240.0,92.14888813907902,82.44805402873973,96.83958047792146,11.07,14.68,9.33,52.03,31.63,61.89,5.82,0.88,8.21
Maharashtra,Akola,946.0,940.0,954.0,391135.0,247752.0,143383.0,80.40446393189052,74.07003777971521,91.34974160116612,3.67,2.97,4.88,41.99,34.26,55.35,1.58,0.51,3.42
Maharashtra,Nanded,943.0,945.0,937.0,656303.0,487624.0,168679.0,74.46987138562524,68.16379013338147,92.699743299403,2.89,2.2,4.88,52.5,47.84,65.96,1.15,0.43,3.25
Maharashtra,Nandurbar,978.0,996.0,893.0,319623.0,270533.0,49090.0,58.256758743895155,52.7492025002495,88.60867793848034,2.18,1.75,4.52,26.73,20.73,59.85,0.81,0.37,3.21
Maharashtra,Nashik,934.0,945.0,920.0,1180293.0,661977.0,518316.0,76.65130607400027,62.10971076034364,95.22337724476961,4.8,3.55,6.41,56.61,50.49,64.43,3.82,0.93,7.5
Maharashtra,Osmanabad,924.0,922.0,934.0,348760.0,294816.0,53944.0,68.82727376992774,64.99240204059481,89.78570369271837,4.01,3.73,5.57,49.15,46.79,62.05,0.92,0.54,3.0
Maharashtra,Parbhani,947.0,942.0,958.0,360186.0,256063.0,104123.0,75.65146896325787,69.52195358173574,90.72539208436177,3.21,2.4,5.2,55.47,52.83,61.98,1.11,0.37,2.92
Maharashtra,Pune,915.0,932.0,904.0,2076607.0,744114.0,1332493.0,92.70020759826004,83.28831334983619,97.9561618710192,6.3,3.99,7.59,69.88,69.26,70.22,11.32,2.03,16.5
Maharashtra,Raigarh,959.0,988.0,912.0,596514.0,376520.0,219994.0,91.73397439121295,88.46701370445129,97.3253816013164,14.26,16.83,9.87,47.08,36.31,65.5,6.47,1.83,14.41
Maharashtra,Ratnagiri,1122.0,1144.0,1015.0,393379.0,333645.0,59734.0,93.38373426136118,92.85078451647709,96.36053169049453,18.83,20.78,7.92,34.94,30.66,58.84,1.97,1.14,6.64
Maharashtra,Sangli,966.0,963.0,973.0,585227.0,432579.0,152648.0,82.89535513569948,78.50357969295781,95.34091504638121,7.35,7.59,6.68,54.62,52.34,61.07,2.26,1.11,5.5
Maharashtra,Satara,988.0,995.0,959.0,639999.0,518187.0,121812.0,87.91466861666972,86.28892658441836,94.83055856565855,5.42,5.33,5.79,59.11,58.01,63.79,2.2,1.23,6.35
Maharashtra,Amravati,951.0,947.0,957.0,637446.0,424563.0,212883.0,80.39771211992858,74.12303945468635,92.91159932920901,4.48,4.15,5.13,36.99,28.2,54.51,1.48,0.49,3.46
Maharashtra,Sindhudurg,1036.0,1044.0,979.0,205119.0,180494.0,24625.0,94.69039923166552,94.29399315212694,97.59593908629441,8.93,9.18,7.09,45.53,43.66,59.22,1.71,1.25,5.15
Maharashtra,Solapur,938.0,922.0,972.0,858981.0,583706.0,275275.0,69.33331470661167,58.23650947566069,92.8635001362274,4.09,3.27,5.82,58.34,56.92,61.34,1.76,0.65,4.11
Maharashtra,Thane,886.0,958.0,865.0,2430616.0,526397.0,1904219.0,91.8203451306171,70.18467050534103,97.8012508015097,8.08,9.08,7.8,61.08,36.84,67.78,10.54,1.83,12.95
Maharashtra,Wardha,946.0,942.0,955.0,302680.0,210284.0,92396.0,87.93280031716665,84.85809666926633,94.93051647257457,4.82,4.35,5.89,44.6,39.22,56.87,1.42,0.65,3.19
Maharashtra,Washim,930.0,926.0,947.0,257892.0,217490.0,40402.0,76.00933724194624,73.77028828911673,88.06247215484382,2.91,2.7,4.02,43.12,40.79,55.63,0.73,0.45,2.22
Maharashtra,Yavatmal,952.0,950.0,962.0,640385.0,513041.0,127344.0,69.72618034463643,64.37906522090827,91.26853247895464,2.61,2.07,4.78,37.86,33.27,56.38,0.95,0.37,3.3
Maharashtra,Aurangabad,923.0,924.0,923.0,736587.0,419120.0,317467.0,80.0281568911751,67.1984157281924,96.96598386603962,4.69,2.93,7.02,61.72,56.3,68.88,3.16,0.54,6.62
Maharashtra,Bhandara,982.0,983.0,981.0,275773.0,223299.0,52474.0,82.32314258466202,79.3836962995804,94.83172618820748,3.87,3.2,6.74,39.95,36.29,55.53,1.06,0.5,3.47
Maharashtra,Bid,916.0,912.0,933.0,545073.0,446114.0,98959.0,73.76112924323898,69.53872776913525,92.79600642690407,3.18,2.73,5.24,56.17,54.57,63.34,1.03,0.54,3.26
Maharashtra,Buldhana,934.0,931.0,944.0,553031.0,445247.0,107784.0,76.49408441841416,73.40801847064662,89.2423736361612,2.94,2.81,3.47,46.49,43.66,58.17,0.86,0.44,2.62
Maharashtra,Chandrapur,961.0,968.0,950.0,529612.0,352643.0,176969.0,79.05145653799384,72.0462337264599,93.01064028163125,3.22,2.18,5.3,40.06,29.51,61.08,1.56,0.43,3.8
Maharashtra,Dhule,946.0,950.0,935.0,408700.0,298915.0,109785.0,77.15488133104968,70.71408259873209,94.69144236462176,4.17,3.45,6.13,42.86,35.36,63.27,1.48,0.52,4.1
Manipur,Bishnupur,999.0,994.0,1006.0,44891.0,28147.0,16744.0,76.54986522911051,70.94539382527445,85.97109412326803,3.87,3.61,4.31,57.1,54.07,62.2,1.51,1.04,2.28
Manipur,Churachandpur,975.0,973.0,1004.0,49916.0,46647.0,3269.0,59.888612869620964,57.206251205865335,98.16457632303457,1.63,1.59,2.32,44.21,41.63,81.06,1.68,1.41,5.48
Manipur,Chandel,933.0,932.0,943.0,29097.0,25860.0,3237.0,64.4877478777881,60.529775715390564,96.10750695088045,2.3,1.56,8.25,38.51,39.25,32.59,0.63,0.52,1.54
Manipur,Imphal East,1017.0,995.0,1051.0,91806.0,54014.0,37792.0,85.6839422259983,80.32917391787315,93.33721422523286,3.66,3.26,4.23,63.24,56.65,72.67,2.98,1.46,5.15
Manipur,Imphal West,1031.0,1013.0,1042.0,111393.0,41512.0,69881.0,78.17187794565189,74.18336866448256,80.54120576408465,4.46,4.63,4.35,67.4,60.1,71.74,4.41,2.18,5.74
Manipur,Senapati,937.0,936.0,1010.0,34487.0,32968.0,1519.0,66.10606895351872,64.57777238534337,99.27583936800526,1.51,1.49,2.24,32.5,31.83,67.54,0.76,0.73,2.5
Manipur,Tamenglong,943.0,940.0,968.0,24477.0,21069.0,3408.0,47.150386076725084,41.15050548198775,84.24295774647888,0.71,0.43,2.44,22.01,17.31,51.12,0.51,0.32,1.7
Manipur,Thoubal,1002.0,999.0,1008.0,85295.0,54653.0,30642.0,58.04208921976669,51.51958721387664,69.67560864173356,3.15,2.52,4.27,51.76,48.0,58.47,1.03,0.87,1.32
Manipur,Ukhrul,943.0,941.0,954.0,35790.0,30882.0,4908.0,39.18971779826767,35.08840101029726,64.9959250203749,1.15,1.09,1.55,31.4,27.58,55.46,0.77,0.62,1.73
Meghalaya,East Garo Hills,972.0,973.0,968.0,57357.0,49612.0,7745.0,42.802099133497215,35.46722567120858,89.7869593285991,1.81,1.35,5.09,23.66,18.64,55.86,0.5,0.25,2.09
Meghalaya,South West Garo Hills,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Meghalaya,South West Khasi Hills,Not available,Not available,Not available,Not available,Not available,Not available,15,15,15,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Meghalaya,East Khasi Hills,1011.0,1011.0,1010.0,160832.0,84694.0,76138.0,84.52360226820534,72.39237726403287,98.01807244739814,1.43,0.68,2.27,53.1,32.02,76.56,3.13,0.42,6.14
